player1,player2,strat_1,strat_2,balance_code,playerwin
Beccccca,Frp97,GW,BG,1.2,Frp97
l17r,Ellen,AR,BG,1.2,Ellen
Frp97,l17r,BG,AR,1.2,Frp97
DX13,BerrySauce,KR,GR,1.2,DX13
apropos0,DX13,GR,AH,1.2,DX13
Deanerbeck,Nari,RW,GR,1.2,Nari
DX13,Nari,KR,GR,1.2,Nari
Luca1802,timri,BG,BG,1.2,timri
Ellen,Frp97,BG,BG,1.2,Ellen
apropos0,Nari,GR,GR,1.2,Nari
Luca1802,Frp97,GW,BG,1.2,Frp97
l17r,Frp97,AR,BG,1.2,Frp97
cptKav,l17r,AG,AR,1.2,cptKav
Beccccca,Luca1802,GW,BG,1.2,Beccccca
DX13,Frp97,RW,BG,1.2,Frp97
Nari,Ellen,GR,BG,1.2,Ellen
apropos0,Beccccca,GR,GW,1.2,Beccccca
Deanerbeck,apropos0,RW,GR,1.2,Deanerbeck
timri,Nari,BG,GR,1.2,Nari
l17r,Ellen,AR,BG,1.2,l17r
l17r,Ellen,AR,BG,1.2,Ellen
Deanerbeck,l17r,RW,AR,1.2,Deanerbeck
DX13,Luca1802,KW,GW,1.2,DX13
Luca1802,apropos0,AR,GW,1.2,apropos0
l17r,Frp97,AR,BG,1.2,Frp97
l17r,Frp97,AR,BG,1.2,l17r
Nari,timri,GR,BG,1.2,Nari
DX13,Beccccca,AB,GW,1.2,Beccccca
DX13,BerrySauce,KR,KR,1.2,BerrySauce
DX13,BerrySauce,HM,MR,1.2,BerrySauce
apropos0,Ellen,GW,BG,1.2,apropos0
l17r,Frp97,AR,BG,1.2,Frp97
l17r,Ellen,AR,BG,1.2,l17r
l17r,Ellen,AR,BG,1.2,l17r
DX13,Frp97,KM,BG,1.2,Frp97
apropos0,Nari,GR,GR,1.2,Nari
apropos0,timri,GR,BG,1.2,timri
Jules,Frp97,MW,BG,1.2,Jules
Martin,cptKav,GW,HK,1.2,cptKav
Ellen,aaaa,BG,AH,1.2,Ellen
Ellen,Frp97,BG,BG,1.2,Frp97
l17r,Frp97,AR,BG,1.2,Frp97
Deanerbeck,timri,RW,BG,1.2,Deanerbeck
Jules,Ellen,KM,BG,1.2,Jules
Nari,Ellen,GR,BG,1.2,Ellen
Deanerbeck,Nari,RW,GR,1.2,Nari
Beccccca,Frp97,GW,BG,1.2,Beccccca
DX13,BerrySauce,GR,BG,1.2,DX13
cptKav,Nari,GW,GR,1.2,Nari
l17r,timri,AR,BG,1.2,timri
dalinar,Beccccca,AB,GW,1.2,dalinar
ECDr,Nari,GW,GR,1.2,Nari
ECDr,Beccccca,GW,GW,1.2,Beccccca
cptKav,Deanerbeck,GK,RW,1.2,Deanerbeck
apropos0,Martin,GR,GW,1.2,Martin
Nari,Martin,GR,GW,1.2,Martin
Nari,Deanerbeck,GR,RW,1.2,Nari
Martin,Nari,GW,GR,1.2,Martin
Ellen,Nari,BG,GR,1.2,Nari
apropos0,l17r,GW,AR,1.2,apropos0
DX13,Ellen,GR,BG,1.2,Ellen
DX13,Luca1802,AR,BG,1.2,Luca1802
DX13,Luca1802,BG,BG,1.2,Luca1802
DX13,Ellen,GR,BG,1.2,DX13
Luca1802,DX13,BG,KR,1.2,Luca1802
DX13,Luca1802,BG,BG,1.2,Luca1802
DX13,Luca1802,GR,BG,1.2,DX13
DX13,Luca1802,BK,BG,1.2,Luca1802
apropos0,Luca1802,GR,BG,1.2,Luca1802
l17r,Frp97,AR,BG,1.2,Frp97
ECDr,Ellen,GW,BG,1.2,ECDr
Luca1802,Beccccca,BG,GW,1.2,Luca1802
Deanerbeck,ECDr,RW,GW,1.2,Deanerbeck
DX13,apropos0,GH,GR,1.2,DX13
Deanerbeck,Beccccca,RW,GW,1.2,Deanerbeck
Frp97,Ellen,BG,BG,1.2,Ellen
DX13,BerrySauce,KR,MR,1.2,DX13
Luca1802,l17r,BG,AR,1.2,Luca1802
timri,Frp97,BG,BG,1.2,timri
Nari,Deanerbeck,GR,RW,1.2,Nari
DX13,aaaa,RW,MR,1.2,aaaa
l17r,Frp97,AR,BG,1.2,l17r
Beccccca,Nari,GW,GR,1.2,Nari
DX13,apropos0,GR,GW,1.2,apropos0
DX13,BerrySauce,AB,KW,1.2,DX13
aaaa,BerrySauce,BM,KR,1.2,aaaa
creilly1,dalinar,GR,KW,1.2,dalinar
Nari,apropos0,GR,GR,1.2,Nari
BerrySauce,DX13,KW,GR,1.2,DX13
ECDr,DX13,GW,BK,1.2,DX13
Beccccca,Frp97,GW,BG,1.2,Frp97
cptKav,Deanerbeck,AR,RW,1.2,cptKav
apropos0,Deanerbeck,GR,RW,1.2,Deanerbeck
Nari,Ellen,GR,BG,1.2,Ellen
Nari,apropos0,GR,GW,1.2,Nari
Deanerbeck,apropos0,RW,GR,1.2,Deanerbeck
apropos0,Nari,GW,GR,1.2,apropos0
Deanerbeck,Nari,RW,GR,1.2,Nari
apropos0,Nari,GW,GR,1.2,Nari
Nari,Deanerbeck,GR,BW,1.2,Deanerbeck
apropos0,Deanerbeck,GW,HR,1.2,apropos0
Deanerbeck,DX13,RW,BG,1.2,Deanerbeck
Beccccca,Deanerbeck,GW,RW,1.2,Deanerbeck
Martin,Beccccca,GW,GW,1.2,Beccccca
Martin,cptKav,GW,AK,1.2,cptKav
apropos0,Nari,GW,GR,1.2,Nari
l17r,ECDr,AR,GW,1.2,ECDr
Beccccca,BerrySauce,GW,MR,1.2,BerrySauce
Deanerbeck,Nari,HR,GR,1.2,Nari
DX13,Frp97,RW,BG,1.2,Frp97
l17r,Frp97,AR,BG,1.2,Frp97
l17r,Frp97,AR,BG,1.2,Frp97
Martin,Nari,GW,GR,1.2,Nari
Luca1802,Ellen,BG,BG,1.2,Ellen
DX13,Ellen,GR,BG,1.2,Ellen
l17r,Luca1802,AR,BG,1.2,Luca1802
Deanerbeck,Nari,RW,GR,1.2,Nari
apropos0,DX13,GR,GW,1.2,apropos0
Deanerbeck,apropos0,RW,GW,1.2,apropos0
ECDr,Beccccca,GW,MW,1.2,ECDr
apropos0,Deanerbeck,GW,RW,1.2,apropos0
Nari,ECDr,GR,GW,1.2,Nari
Nari,Deanerbeck,GR,RW,1.2,Deanerbeck
Deanerbeck,apropos0,RW,GR,1.2,Deanerbeck
ECDr,apropos0,GW,GR,1.2,ECDr
Deanerbeck,ECDr,RW,GW,1.2,Deanerbeck
Deanerbeck,apropos0,AR,GW,1.2,Deanerbeck
apropos0,Beccccca,GW,GW,1.2,Beccccca
DX13,Frp97,AW,BG,1.2,Frp97
ECDr,apropos0,GW,GR,1.2,ECDr
DX13,ECDr,GR,GW,1.2,ECDr
l17r,Frp97,AR,BG,1.2,Frp97
Nari,timri,GR,BG,1.2,Nari
elennon,timri,GR,BG,1.2,timri
Beccccca,Ellen,GW,BG,1.2,Beccccca
l17r,Ellen,AR,BG,1.2,l17r
l17r,Frp97,AR,BG,1.2,l17r
Beccccca,DX13,GW,GR,1.2,Beccccca
Martin,Luca1802,GW,AR,1.2,Martin
apropos0,Deanerbeck,GR,HR,1.2,apropos0
Deanerbeck,DX13,RW,BG,1.2,Deanerbeck
Deanerbeck,Luca1802,RW,BG,1.2,Luca1802
Deanerbeck,ECDr,RW,GW,1.2,ECDr
Deanerbeck,Luca1802,HR,BG,1.2,Luca1802
Luca1802,Beccccca,BG,GW,1.2,Luca1802
Deanerbeck,DX13,RW,GW,1.2,DX13
cptKav,timri,AG,BG,1.2,timri
cptKav,timri,AK,BG,1.2,timri
ECDr,apropos0,GW,GK,1.2,ECDr
ECDr,Deanerbeck,GW,HR,1.2,ECDr
ECDr,l17r,GW,AR,1.2,l17r
ECDr,cptKav,GW,GR,1.2,ECDr
Deanerbeck,cptKav,RW,AK,1.2,cptKav
apropos0,Luca1802,GW,BG,1.2,apropos0
Luca1802,l17r,BG,AR,1.2,Luca1802
Luca1802,Frp97,BG,BG,1.2,Luca1802
Luca1802,Ellen,BG,BG,1.2,Luca1802
dalinar,BerrySauce,AB,KR,1.2,BerrySauce
Nari,Martin,GR,GW,1.2,Martin
Luca1802,apropos0,BG,KW,1.2,Luca1802
DX13,Jules,GR,MW,1.2,DX13
Frp97,aaaa,BG,MR,1.2,aaaa
apropos0,ECDr,RW,GW,1.2,ECDr
Deanerbeck,l17r,RW,AR,1.2,Deanerbeck
Nari,DX13,GR,KR,1.2,Nari
DX13,Frp97,GW,BG,1.2,Frp97
l17r,Ellen,AR,BG,1.2,Ellen
Martin,Nari,GW,GR,1.2,Nari
Luca1802,ECDr,BG,GW,1.2,Luca1802
Deanerbeck,DX13,RW,GW,1.2,Deanerbeck
l17r,Ellen,AR,BG,1.2,l17r
Beccccca,Frp97,GW,BG,1.2,Beccccca
l17r,Frp97,AR,BG,1.2,l17r
Deanerbeck,DX13,RW,GR,1.2,Deanerbeck
apropos0,DX13,GK,GR,1.2,DX13
apropos0,DX13,GR,BG,1.2,apropos0
Nari,apropos0,GR,GR,1.2,Nari
Nari,ECDr,GR,GW,1.2,ECDr
apropos0,ECDr,GR,GW,1.2,apropos0
ECDr,apropos0,GW,RW,1.2,ECDr
ECDr,apropos0,GW,RW,1.2,apropos0
ECDr,apropos0,GW,RW,1.2,ECDr
apropos0,ECDr,RW,GW,1.2,ECDr
ECDr,apropos0,GW,RW,1.2,ECDr
ECDr,apropos0,GW,RW,1.2,ECDr
Ellen,Martin,BG,GW,1.2,Martin
Ellen,BerrySauce,BG,BK,1.2,BerrySauce
ECDr,apropos0,GW,GK,1.2,ECDr
DX13,apropos0,GH,GW,1.2,DX13
apropos0,ECDr,GH,GW,1.2,apropos0
DX13,apropos0,AK,GW,1.2,apropos0
DX13,apropos0,BG,GH,1.2,DX13
apropos0,DX13,GH,GR,1.2,DX13
apropos0,DX13,AG,KW,1.2,apropos0
apropos0,DX13,GR,GH,1.2,DX13
apropos0,DX13,GR,GW,1.2,apropos0
apropos0,DX13,GR,GR,1.2,DX13
apropos0,DX13,GR,BK,1.2,DX13
apropos0,DX13,GW,BH,1.2,apropos0
apropos0,DX13,GR,BG,1.2,apropos0
DX13,apropos0,KR,GW,1.2,DX13
apropos0,DX13,GR,BG,1.2,DX13
apropos0,DX13,GR,GR,1.2,DX13
DX13,apropos0,KM,GK,1.2,apropos0
apropos0,DX13,GR,BG,1.2,DX13
cptKav,Beccccca,HW,MW,1.2,cptKav
Luca1802,Nari,BG,GR,1.2,Luca1802
Beccccca,Ellen,GW,BG,1.2,Beccccca
l17r,DX13,AR,GH,1.2,DX13
BerrySauce,DX13,BK,KW,1.2,BerrySauce
apropos0,ECDr,GR,GW,1.2,ECDr
dalinar,timri,MR,BG,1.2,dalinar
DX13,Beccccca,BG,GW,1.2,DX13
DX13,Deanerbeck,KW,HR,1.2,DX13
Deanerbeck,DX13,HR,BG,1.2,DX13
Beccccca,Deanerbeck,GW,HR,1.2,Beccccca
Nari,timri,GR,BG,1.2,Nari
Luca1802,Ellen,BG,BG,1.2,Luca1802
Beccccca,Nari,GW,GR,1.2,Nari
apropos0,DavetheRave,GR,GR,1.2,apropos0
Beth,aaaa,AB,AH,1.2,aaaa
apropos0,Nari,GW,GR,1.2,Nari
apropos0,Ellen,GW,BG,1.2,Ellen
l17r,Ellen,AR,BG,1.2,l17r
ECDr,Nari,GW,GR,1.2,Nari
Luca1802,Frp97,BG,BG,1.2,Frp97
Nari,Deanerbeck,GR,HR,1.2,Nari
Martin,ECDr,GW,GW,1.2,ECDr
BerrySauce,Martin,KW,GW,1.2,BerrySauce
apropos0,Luca1802,GR,BG,1.2,Luca1802
ECDr,apropos0,GW,GW,1.2,apropos0
aaaa,BerrySauce,MR,BK,1.2,BerrySauce
l17r,Frp97,AR,BG,1.2,Frp97
BerrySauce,Frp97,BK,BG,1.2,BerrySauce
Luca1802,Nari,BG,GR,1.2,Luca1802
Luca1802,Nari,BG,GR,1.2,Luca1802
Ellen,DX13,BG,GM,1.2,DX13
DX13,BerrySauce,BG,BK,1.2,DX13
timri,BerrySauce,BG,BK,1.2,timri
Beccccca,Deanerbeck,GW,RW,1.2,Deanerbeck
Beccccca,Ellen,GW,BG,1.2,Ellen
DX13,BerrySauce,KM,BK,1.2,BerrySauce
aaaa,BerrySauce,GK,BK,1.2,aaaa
Beccccca,Ellen,GW,BG,1.2,Ellen
DX13,Deanerbeck,BG,RW,1.2,DX13
Ellen,Deanerbeck,BG,HR,1.2,Deanerbeck
Nari,apropos0,GR,GR,1.2,Nari
apropos0,Nari,GW,GR,1.2,Nari
l17r,Ellen,AR,BG,1.2,l17r
DX13,Ellen,AM,BG,1.2,Ellen
Nari,apropos0,GR,GR,1.2,Nari
DX13,BerrySauce,BG,BK,1.2,DX13
Nari,DX13,GR,GM,1.2,DX13
DX13,BerrySauce,BG,BK,1.2,DX13
Luca1802,DX13,BG,BG,1.2,DX13
DX13,Deanerbeck,KW,RW,1.2,DX13
DX13,Nari,GH,GR,1.2,Nari
l17r,Frp97,AR,BG,1.2,l17r
apropos0,Nari,GW,GR,1.2,Nari
BerrySauce,DX13,KW,GM,1.2,DX13
cptKav,Deanerbeck,AM,RW,1.2,Deanerbeck
cptKav,Nari,AB,GR,1.2,Nari
Luca1802,Nari,BG,GR,1.2,Luca1802
DX13,Nari,GH,GR,1.2,Nari
l17r,cptKav,AR,AG,1.2,cptKav
Nari,Luca1802,GR,BG,1.2,Nari
Beth,Frp97,GR,BG,1.2,Frp97
DX13,Frp97,MR,GW,1.2,DX13
Deanerbeck,apropos0,RW,GR,1.2,apropos0
Deanerbeck,Nari,RW,GR,1.2,Deanerbeck
Deanerbeck,apropos0,HR,GW,1.2,apropos0
DX13,Ellen,AH,BG,1.2,DX13
ECDr,apropos0,GW,GR,1.2,apropos0
l17r,ECDr,AR,GW,1.2,l17r
BerrySauce,Frp97,BK,BG,1.2,BerrySauce
Beccccca,aaaa,GW,MR,1.2,Beccccca
timri,Frp97,BG,BG,1.2,timri
Luca1802,eggface,GR,AG,1.2,Luca1802
l17r,Ellen,AR,BG,1.2,Ellen
cptKav,ECDr,AB,GW,1.2,ECDr
timri,l17r,BG,AR,1.2,l17r
apropos0,ECDr,GW,GW,1.2,ECDr
ECDr,apropos0,GW,GR,1.2,apropos0
ECDr,apropos0,GW,RW,1.2,ECDr
apropos0,Deanerbeck,GW,RW,1.2,apropos0
DX13,Ellen,GM,BG,1.2,Ellen
Deanerbeck,Beccccca,HR,GW,1.2,Beccccca
ECDr,Deanerbeck,GW,RW,1.2,Deanerbeck
l17r,Ellen,AR,BG,1.2,Ellen
Nari,l17r,GR,AR,1.2,Nari
l17r,Frp97,AR,BG,1.2,Frp97
eggface,Luca1802,MR,BG,1.2,Luca1802
Deanerbeck,apropos0,RW,HR,1.2,apropos0
apropos0,Deanerbeck,GW,AH,1.2,apropos0
Deanerbeck,Ellen,HR,BG,1.2,Deanerbeck
Beccccca,BerrySauce,GW,BK,1.2,Beccccca
Beccccca,BerrySauce,GW,BK,1.2,Beccccca
Luca1802,DX13,BG,AK,1.2,DX13
l17r,Ellen,AR,BG,1.2,l17r
Beccccca,Ellen,GW,BG,1.2,Beccccca
ECDr,Ellen,GW,BG,1.2,ECDr
l17r,Ellen,AR,BG,1.2,l17r
l17r,Frp97,AR,BG,1.2,l17r
DX13,Frp97,AM,BG,1.2,Frp97
apropos0,ECDr,GW,GW,1.2,apropos0
Deanerbeck,Nari,RW,GR,1.2,Nari
elennon,alan,KM,MR,1.2,alan
ECDr,Nari,GW,GR,1.2,Nari
apropos0,Deanerbeck,GW,HR,1.2,apropos0
Beccccca,BerrySauce,GW,KM,1.2,BerrySauce
apropos0,l17r,GW,AR,1.2,apropos0
DX13,BerrySauce,GW,GR,1.2,BerrySauce
DX13,aaaa,GK,BM,1.2,aaaa
DX13,Frp97,AM,BG,1.2,Frp97
Deanerbeck,Nari,HR,GR,1.2,Nari
timri,BerrySauce,BG,BK,1.2,BerrySauce
Martin,apropos0,AB,GR,1.2,apropos0
Luca1802,Martin,BG,AB,1.2,Martin
Nari,Luca1802,GR,BG,1.2,Nari
timri,aaaa,BG,AH,1.2,timri
ECDr,Deanerbeck,GW,RW,1.2,ECDr
apropos0,DavetheRave,GK,KR,1.2,apropos0
apropos0,Deanerbeck,GW,RW,1.2,apropos0
Deanerbeck,Luca1802,RW,BG,1.2,Luca1802
BerrySauce,aaaa,HW,AH,1.2,aaaa
Deanerbeck,apropos0,RW,GW,1.2,apropos0
DX13,BerrySauce,GM,BK,1.2,DX13
Beccccca,Frp97,GW,BG,1.2,Frp97
DX13,DavetheRave,BG,BR,1.2,DavetheRave
DX13,BerrySauce,AH,BK,1.2,DX13
DX13,Ellen,GH,BG,1.2,DX13
DavetheRave,apropos0,BK,GW,1.2,apropos0
Beccccca,Ellen,GW,BG,1.2,Ellen
l17r,Nari,AR,GR,1.2,l17r
DX13,BerrySauce,AH,GK,1.2,DX13
Beccccca,BerrySauce,GW,GK,1.2,Beccccca
l17r,Luca1802,AR,BG,1.2,l17r
Deanerbeck,DX13,RW,AM,1.2,Deanerbeck
DX13,Frp97,GM,BG,1.2,DX13
dalinar,Jules,AR,MW,1.2,dalinar
apropos0,Deanerbeck,GW,HR,1.2,apropos0
Ellen,apropos0,BG,GW,1.2,Ellen
ECDr,Frp97,GW,BG,1.2,ECDr
Beccccca,BerrySauce,GW,GK,1.2,Beccccca
apropos0,l17r,GW,AR,1.2,apropos0
l17r,Ellen,AR,BG,1.2,l17r
BerrySauce,Deanerbeck,BK,RW,1.2,Deanerbeck
Beth,l17r,AB,AR,1.2,l17r
DX13,DavetheRave,AH,AG,1.2,DX13
Beccccca,Martin,GW,GW,1.2,Martin
Beccccca,Ellen,GW,BG,1.2,Beccccca
DX13,BerrySauce,GM,BK,1.2,DX13
Beccccca,Frp97,GM,BG,1.2,Frp97
Martin,Luca1802,GW,BG,1.2,Martin
l17r,Frp97,AR,BG,1.2,l17r
timri,l17r,BG,AR,1.2,timri
Beccccca,apropos0,GW,GW,1.2,apropos0
cptKav,apropos0,AK,GW,1.2,cptKav
l17r,Ellen,AR,BG,1.2,l17r
Ellen,apropos0,BG,GR,1.2,apropos0
Nari,DX13,GR,GM,1.2,DX13
BerrySauce,Deanerbeck,BM,HW,1.2,BerrySauce
Nari,Deanerbeck,GR,BH,1.2,Deanerbeck
Luca1802,Ellen,BG,BG,1.2,Ellen
elennon,Nari,AW,GR,1.2,elennon
elennon,Ellen,MR,BG,1.2,elennon
Deanerbeck,cptKav,RW,AW,1.2,Deanerbeck
cptKav,Deanerbeck,BR,HR,1.2,Deanerbeck
apropos0,cptKav,GW,BR,1.2,cptKav
apropos0,elennon,GW,GW,1.2,elennon
Luca1802,l17r,BK,AR,1.2,l17r
apropos0,DX13,GW,AH,1.2,DX13
cptKav,Luca1802,KR,BK,1.2,Luca1802
Deanerbeck,Nari,HW,GR,1.2,Nari
Deanerbeck,Nari,HW,GR,1.2,Deanerbeck
alan,timri,AM,BG,1.2,timri
DX13,ECDr,AM,GW,1.2,ECDr
ECDr,Nari,GW,GR,1.2,ECDr
DX13,DavetheRave,AH,AG,1.2,DX13
l17r,Frp97,AR,BG,1.2,Frp97
Beccccca,DX13,GW,GH,1.2,DX13
l17r,Ellen,AR,BG,1.2,Ellen
apropos0,cptKav,GW,KM,1.2,apropos0
l17r,Frp97,AR,BG,1.2,l17r
Deanerbeck,ECDr,HW,GW,1.2,ECDr
Deanerbeck,Nari,AW,GR,1.2,Nari
Beccccca,BerrySauce,GW,GR,1.2,Beccccca
elennon,DX13,GM,GW,1.2,DX13
l17r,timri,AR,BG,1.2,timri
cptKav,Beccccca,AH,GW,1.2,cptKav
Nari,DX13,GR,GW,1.2,Nari
Luca1802,DX13,BK,GW,1.2,Luca1802
elennon,apropos0,GM,GW,1.2,elennon
DX13,Deanerbeck,GW,RW,1.2,DX13
Deanerbeck,Nari,RW,GR,1.2,Deanerbeck
BerrySauce,Ellen,BK,BG,1.2,Ellen
ECDr,DX13,GW,GW,1.2,DX13
ECDr,Nari,GW,GR,1.2,Nari
ECDr,DX13,GW,GW,1.2,ECDr
Luca1802,Frp97,BK,BG,1.2,Luca1802
apropos0,l17r,GW,AR,1.2,apropos0
Ellen,Luca1802,BG,BK,1.2,Ellen
elennon,Nari,MR,GR,1.2,Nari
BerrySauce,Frp97,BK,BG,1.2,BerrySauce
Nari,DX13,GR,AG,1.2,Nari
l17r,Frp97,AR,BG,1.2,Frp97
Nari,apropos0,GR,GW,1.2,Nari
apropos0,DX13,GW,GW,1.2,apropos0
Deanerbeck,ECDr,RW,GW,1.2,Deanerbeck
timri,BerrySauce,BG,BK,1.2,timri
apropos0,cptKav,GW,AR,1.2,apropos0
Ellen,elennon,BG,GM,1.2,Ellen
timri,Frp97,BG,BG,1.2,Frp97
timri,apropos0,BG,GR,1.2,timri
apropos0,Deanerbeck,GW,RW,1.2,apropos0
l17r,Beccccca,AR,GW,1.2,l17r
elennon,Deanerbeck,MR,HW,1.2,Deanerbeck
ECDr,Nari,GW,GR,1.2,ECDr
Luca1802,Ellen,BK,BG,1.2,Luca1802
timri,Ellen,BG,BG,1.2,timri
Luca1802,BerrySauce,BK,BK,1.2,Luca1802
DX13,Nari,AH,GR,1.2,DX13
ECDr,apropos0,GW,GW,1.2,ECDr
timri,apropos0,BG,GR,1.2,timri
apropos0,DX13,GW,AH,1.2,DX13
Deanerbeck,apropos0,BW,GW,1.2,apropos0
Ellen,Nari,BG,GR,1.2,Nari
l17r,Frp97,AR,BG,1.2,l17r
Deanerbeck,Beccccca,RW,GW,1.2,Deanerbeck
Nari,DX13,GR,HM,1.2,DX13
Luca1802,Deanerbeck,BK,RW,1.2,Luca1802
DX13,BerrySauce,GM,BK,1.2,BerrySauce
apropos0,Luca1802,GW,BK,1.2,Luca1802
l17r,cptKav,AR,KR,1.2,l17r
apropos0,DX13,BG,AM,1.2,apropos0
cptKav,Nari,GK,GR,1.2,Nari
elennon,l17r,MR,AR,1.2,l17r
elennon,Deanerbeck,AG,RW,1.2,elennon
timri,Frp97,BG,BG,1.2,Frp97
alan,Nari,AR,GR,1.2,Nari
Nari,apropos0,GR,AH,1.2,Nari
timri,Frp97,BG,BG,1.2,Frp97
timri,apropos0,BG,GW,1.2,apropos0
Deanerbeck,Luca1802,BW,BK,1.2,Luca1802
DX13,Ellen,HM,BG,1.2,Ellen
apropos0,Nari,GR,GR,1.2,apropos0
Nari,Luca1802,GR,BK,1.2,Luca1802
apropos0,DX13,GR,GH,1.2,apropos0
Deanerbeck,DX13,BW,GM,1.2,DX13
Nari,Luca1802,GR,BK,1.2,Nari
l17r,Ellen,AR,BG,1.2,l17r
Luca1802,elennon,BK,GW,1.2,Luca1802
Luca1802,Ellen,BK,BG,1.2,Luca1802
Beccccca,Frp97,GW,BG,1.2,Frp97
apropos0,DX13,GR,GW,1.2,DX13
apropos0,DX13,GR,GK,1.2,apropos0
DX13,BerrySauce,GW,MR,1.2,BerrySauce
apropos0,DX13,GR,GW,1.2,apropos0
apropos0,DX13,GR,GM,1.2,apropos0
Deanerbeck,ECDr,BW,GW,1.2,ECDr
DX13,BerrySauce,GH,MR,1.2,BerrySauce
timri,Frp97,BG,BG,1.2,timri
cptKav,Luca1802,BR,BG,1.2,cptKav
DX13,apropos0,BH,GR,1.2,apropos0
ECDr,apropos0,GW,GR,1.2,apropos0
apropos0,ECDr,GR,GW,1.2,ECDr
DX13,BerrySauce,AK,MR,1.2,DX13
Luca1802,BerrySauce,BK,BK,1.2,Luca1802
Deanerbeck,apropos0,BW,GW,1.2,apropos0
ECDr,Frp97,GW,BG,1.2,ECDr
Deanerbeck,l17r,BW,AR,1.2,Deanerbeck
Beccccca,Nari,GW,GR,1.2,Nari
elennon,BerrySauce,MR,BK,1.2,BerrySauce
apropos0,ECDr,GR,GW,1.2,apropos0
Nari,Deanerbeck,GR,RW,1.2,Deanerbeck
apropos0,ECDr,GR,GW,1.2,ECDr
Luca1802,DX13,BK,GW,1.2,DX13
timri,ECDr,BG,GW,1.2,ECDr
apropos0,timri,GR,BG,1.2,timri
dalinar,Ellen,BK,BG,1.2,dalinar
cptKav,l17r,MR,AR,1.2,l17r
cptKav,Luca1802,GR,BK,1.2,Luca1802
apropos0,DX13,GR,AH,1.2,DX13
cptKav,DX13,AB,GW,1.2,cptKav
ECDr,Ellen,GW,BG,1.2,ECDr
l17r,Beccccca,AR,GW,1.2,Beccccca
l17r,Luca1802,AR,BK,1.2,l17r
apropos0,Luca1802,GR,BK,1.2,Luca1802
Deanerbeck,DX13,BH,AH,1.2,DX13
DX13,cptKav,HW,BK,1.2,DX13
ECDr,Beccccca,GW,GW,1.2,ECDr
DX13,Frp97,GW,BG,1.2,Frp97
l17r,Frp97,AR,BG,1.2,l17r
timri,Frp97,BG,BG,1.2,Frp97
apropos0,BerrySauce,GR,BK,1.2,apropos0
apropos0,DX13,GR,KW,1.2,apropos0
ECDr,Luca1802,GW,BK,1.2,Luca1802
DX13,ECDr,MW,GW,1.2,ECDr
l17r,dalinar,AR,AR,1.2,l17r
dalinar,Beccccca,BK,GW,1.2,Beccccca
Ellen,Nari,BG,GR,1.2,Ellen
elennon,Nari,RW,GR,1.2,elennon
Nari,dalinar,GR,AR,1.2,dalinar
apropos0,DX13,GR,AH,1.2,DX13
l17r,Ellen,AR,BG,1.2,l17r
BerrySauce,Deanerbeck,GR,BH,1.2,BerrySauce
Nari,Deanerbeck,GR,BH,1.2,Deanerbeck
ECDr,Deanerbeck,GW,RW,1.2,ECDr
l17r,Luca1802,AR,BK,1.2,l17r
apropos0,ECDr,GW,GW,1.2,apropos0
ECDr,DX13,GW,BG,1.2,ECDr
Ellen,l17r,BG,AR,1.2,l17r
Beccccca,Frp97,AW,BG,1.2,Frp97
ECDr,Nari,GW,GR,1.2,Nari
Nari,Deanerbeck,GR,RW,1.2,Deanerbeck
Deanerbeck,Nari,RW,GR,1.2,Nari
apropos0,Ellen,GR,BG,1.2,Ellen
l17r,Luca1802,AR,BK,1.2,l17r
Luca1802,timri,BK,BG,1.2,timri
DX13,Frp97,AG,BG,1.2,DX13
timri,Frp97,BG,BG,1.2,timri
Beccccca,Ellen,HW,BG,1.2,Ellen
Luca1802,Beccccca,BK,AW,1.2,Beccccca
Deanerbeck,DX13,RW,GW,1.2,Deanerbeck
ECDr,DX13,GW,GM,1.2,DX13
Luca1802,DavetheRave,BK,AG,1.2,Luca1802
l17r,Frp97,AR,BG,1.2,l17r
timri,Ellen,BG,BG,1.2,timri
apropos0,ECDr,GW,GW,1.2,ECDr
apropos0,elennon,GR,AG,1.2,apropos0
l17r,Luca1802,AR,BK,1.2,l17r
Luca1802,Frp97,BK,BG,1.2,Luca1802
DavetheRave,apropos0,RW,GR,1.2,apropos0
elennon,cptKav,AW,AM,1.2,cptKav
DX13,timri,GM,BG,1.2,timri
ECDr,Deanerbeck,GW,RW,1.2,Deanerbeck
Deanerbeck,DX13,RW,GK,1.2,Deanerbeck
elennon,Deanerbeck,AR,BW,1.2,elennon
l17r,Frp97,AR,BG,1.2,l17r
Deanerbeck,apropos0,RW,GR,1.2,Deanerbeck
Deanerbeck,Ellen,RW,BG,1.2,Ellen
l17r,Frp97,AR,BG,1.2,Frp97
Nari,l17r,GR,AR,1.2,l17r
Beccccca,ECDr,AW,GW,1.2,Beccccca
l17r,Ellen,AR,BG,1.2,Ellen
apropos0,Luca1802,GR,BK,1.2,Luca1802
DX13,Frp97,AH,BG,1.2,Frp97
apropos0,timri,GW,BG,1.2,apropos0
elennon,Beccccca,AH,GW,1.2,elennon
Beccccca,Nari,AW,GR,1.2,Beccccca
timri,Luca1802,BG,BK,1.2,timri
l17r,cptKav,AR,KR,1.2,l17r
cptKav,DX13,HR,GW,1.2,DX13
apropos0,Nari,GW,GR,1.2,Nari
